hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
0,220,3,6,4,1,2,3,1
0,220,3,6,4,2,2,1,1
0,220,3,6,3,1,1,1,1
0,220,3,6,4,2,2,4,1
0,220,3,6,1,2,1,5,2
0,220,3,6,1,1,1,5,2
1,220,3,6,4,1,2,3,1
1,220,3,6,4,2,2,1,1
1,220,3,6,1,1,1,5,2
1,220,3,6,1,2,1,5,2
1,220,3,6,1,2,1,5,2
1,220,3,6,1,1,1,5,2
2,220,0,6,4,1,2,3,1
2,220,0,6,4,2,2,1,1
2,220,0,6,1,1,1,5,2
2,220,0,6,1,2,1,5,2
2,220,0,6,1,1,1,5,2
2,220,0,6,1,2,1,5,2
3,220,2,6,4,1,2,3,1
3,220,2,6,4,2,2,1,1
3,220,2,6,1,1,1,5,2
3,220,2,6,1,2,1,5,2
3,220,2,6,1,1,1,5,2
3,220,2,6,1,1,1,3,2
4,220,2,6,4,1,2,3,1
4,220,2,6,4,2,2,1,1
4,220,2,6,1,2,1,5,2
4,220,2,6,1,2,1,5,2
4,220,2,6,1,2,1,5,2
4,220,2,6,1,2,1,5,2
5,220,2,6,4,1,2,3,1
5,220,2,6,4,2,2,1,1
5,220,2,6,1,2,1,5,2
5,220,2,6,1,2,1,5,2
5,220,2,6,1,1,1,5,2
5,220,2,6,1,1,1,5,2
6,220,3,6,4,1,2,3,1
6,220,3,6,4,2,2,1,1
6,220,3,6,1,1,1,5,2
6,220,3,6,1,1,1,5,2
6,220,3,6,1,1,1,5,2
6,220,3,6,1,1,1,5,2
7,220,2,6,4,1,2,3,1
7,220,2,6,4,2,2,1,1
7,220,2,6,3,2,1,1,2
7,220,2,6,2,2,1,1,2
7,220,2,6,2,1,1,3,2
7,220,2,6,1,2,1,5,2
8,30,2,6,4,1,2,3,1
8,30,2,6,4,2,2,1,1
8,30,2,6,1,1,1,5,2
8,30,2,6,1,1,1,5,2
8,30,2,6,1,2,1,5,2
8,30,2,6,1,1,1,5,2
9,220,2,6,4,1,2,3,1
9,220,2,6,4,2,2,1,1
9,220,2,6,1,2,1,5,2
9,220,2,6,1,1,1,5,2
9,220,2,6,1,1,1,5,2
9,220,2,6,1,1,1,5,2
10,220,3,6,4,1,2,3,1
10,220,3,6,4,2,2,1,1
10,220,3,6,1,1,1,5,2
10,220,3,6,1,2,1,5,2
10,220,3,6,1,2,1,5,2
10,220,3,6,1,2,1,5,2
11,220,3,6,4,1,2,3,1
11,220,3,6,4,2,2,1,1
11,220,3,6,1,1,1,5,2
11,220,3,6,1,2,1,5,2
11,220,3,6,1,1,1,5,2
11,220,3,6,1,1,1,5,2
12,220,3,6,4,1,2,3,1
12,220,3,6,4,2,2,1,1
12,220,3,6,1,2,1,5,2
12,220,3,6,1,2,1,5,2
12,220,3,6,1,2,1,5,2
12,220,3,6,1,1,1,5,2
13,220,3,6,4,1,2,3,1
13,220,3,6,4,2,2,1,1
13,220,3,6,2,1,1,3,2
13,220,3,6,1,1,1,5,2
13,220,3,6,1,2,1,5,2
13,220,3,6,1,1,1,5,2
14,220,3,6,4,1,2,3,1
14,220,3,6,4,2,2,1,1
14,220,3,6,4,1,1,1,2
14,220,3,6,3,2,1,1,1
14,220,3,6,2,2,1,1,2
14,220,3,6,1,2,1,5,2
15,220,1,6,4,1,2,3,1
15,220,1,6,4,2,2,1,1
15,220,1,6,1,1,1,5,2
15,220,1,6,1,1,1,5,2
15,220,1,6,1,1,1,5,2
15,220,1,6,1,2,1,5,2
16,220,1,6,4,1,2,3,1
16,220,1,6,4,2,2,1,1
16,220,1,6,1,1,1,5,2
16,220,1,6,1,2,1,5,2
16,220,1,6,1,1,1,5,2
16,220,1,6,1,1,1,5,2
17,220,1,6,4,1,2,3,1
17,220,1,6,4,2,2,1,1
17,220,1,6,1,1,1,5,2
17,220,1,6,1,1,1,5,2
17,220,1,6,1,2,1,5,2
17,220,1,6,1,2,1,5,2
18,220,1,6,4,1,2,3,1
18,220,1,6,4,2,2,1,1
18,220,1,6,1,1,1,5,2
18,220,1,6,1,2,1,5,2
18,220,1,6,1,1,1,5,2
18,220,1,6,1,1,1,5,2
19,220,2,6,4,1,2,3,1
19,220,2,6,4,2,2,1,1
19,220,2,6,1,2,1,5,2
19,220,2,6,1,2,1,5,2
19,220,2,6,1,1,1,5,2
19,220,2,6,1,2,1,5,2
20,220,2,6,4,1,2,3,1
20,220,2,6,4,2,2,1,1
20,220,2,6,1,1,1,5,2
20,220,2,6,1,1,1,5,2
20,220,2,6,1,1,1,5,2
20,220,2,6,1,1,1,5,2
21,220,2,6,4,1,2,3,1
21,220,2,6,4,2,2,1,1
21,220,2,6,1,2,1,5,2
21,220,2,6,1,2,1,5,2
21,220,2,6,1,2,1,5,2
