hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
0,210,2,2,6,1,2,4,1
1,210,2,2,6,1,2,4,1
2,210,1,2,6,2,2,4,1
3,210,0,2,6,2,4,1,1
4,210,1,2,6,2,2,4,1
5,210,2,2,6,2,4,1,1
6,210,3,2,6,2,4,1,1
7,210,3,2,6,2,2,4,2
8,210,1,2,6,1,4,1,1
9,210,1,2,6,1,2,4,1
10,210,1,2,6,1,2,4,1
11,210,1,2,6,2,2,4,2
12,210,1,2,6,1,2,4,1
13,210,1,2,6,1,2,4,1
14,210,0,2,6,1,2,4,1
15,210,1,2,6,1,2,4,1
16,210,0,2,6,2,2,4,2
17,210,2,2,6,1,2,4,1
18,210,3,2,6,2,2,1,2
19,210,3,2,6,1,2,4,1
20,210,2,2,6,1,2,4,1
21,30,1,2,6,1,1,4,1
22,30,2,2,6,2,2,4,1
23,30,2,2,6,1,1,4,1
24,30,1,2,4,2,2,4,1
25,230,1,2,6,1,1,4,1
26,230,1,2,6,1,1,4,1
27,230,1,2,6,1,1,4,1
28,230,1,2,4,2,2,1,1
29,230,1,2,4,2,2,1,1
30,230,2,2,5,2,2,1,1
31,230,1,2,5,2,2,1,1
32,210,2,2,5,2,2,1,1
33,210,2,2,5,1,1,4,1
34,210,1,2,5,1,1,4,1
35,210,1,2,5,2,2,1,1
36,210,1,2,5,2,2,4,1
37,210,1,2,5,1,1,4,1
38,210,1,2,5,1,1,4,1
39,210,1,2,5,1,1,4,1
40,210,2,2,5,1,1,4,1
41,210,2,2,5,1,1,4,1
42,210,2,2,5,1,1,4,1
43,210,1,2,5,2,2,1,1
44,210,1,2,5,1,1,1,1
45,30,1,2,5,2,2,1,1
46,210,1,2,5,2,2,1,1
47,210,1,2,5,2,2,1,1
48,210,1,2,5,2,2,1,1
49,210,1,2,5,1,1,1,1
50,210,2,2,5,2,2,2,1
51,210,1,2,5,2,2,2,1
52,210,2,2,5,1,4,1,1
53,210,2,2,5,1,4,1,2
54,210,2,2,5,1,4,1,2
55,210,2,2,4,2,2,2,1
56,210,0,2,4,2,2,2,1
57,210,1,2,4,2,2,2,1
58,210,2,2,5,1,2,1,1
59,210,2,2,4,2,4,2,1
60,210,1,2,5,1,2,1,1
61,210,1,2,5,1,2,1,1
62,210,1,2,5,1,2,1,1
63,210,1,2,5,2,4,2,1
64,210,2,2,6,1,2,1,1
65,210,2,2,5,2,4,4,1
66,210,2,2,5,2,4,4,1
67,210,2,2,6,1,2,1,2
68,210,3,2,6,2,4,1,1
69,210,3,2,6,1,2,1,2
70,210,0,2,6,1,2,1,2
71,210,1,2,6,1,2,1,2
72,210,1,2,6,1,2,1,2
73,210,2,2,6,2,2,4,1
74,210,1,2,6,1,2,4,2
75,210,4,2,6,1,2,4,2
76,210,0,2,6,1,2,4,1
77,210,1,2,6,2,2,4,2
78,210,0,2,6,1,2,4,1
79,210,1,2,6,2,2,4,2
80,210,1,2,6,2,2,4,2
81,210,1,2,6,1,2,4,1
82,210,4,2,6,2,2,4,2
83,210,0,2,6,1,2,1,1
84,210,1,2,6,1,2,1,1
85,210,1,2,6,1,2,1,1
86,210,2,2,6,1,2,1,1
87,210,2,2,6,2,2,4,2
88,210,1,2,6,1,2,1,1
89,210,1,2,6,1,2,1,1
90,210,1,2,6,2,2,4,2
91,210,1,2,6,1,2,1,1
92,210,2,2,6,1,2,4,1
93,210,2,2,6,1,2,4,1
94,210,3,2,6,2,2,1,1
95,210,0,2,6,2,2,1,1
96,210,1,2,6,2,2,1,1
97,210,1,2,6,1,1,1,2
98,210,0,2,6,2,2,1,1
99,210,1,2,6,1,1,1,2
100,210,0,2,6,1,1,1,2
101,210,2,2,6,2,2,4,1
102,210,1,2,6,1,1,1,2
103,210,2,2,6,2,2,4,1
104,210,1,2,6,2,2,4,1
105,210,2,2,6,1,2,1,2
106,210,1,2,6,2,2,4,1
107,210,2,2,6,2,2,4,1
108,210,0,2,6,2,2,4,1
109,210,2,2,6,1,2,1,2
110,210,1,2,6,1,2,1,2
111,210,1,2,6,1,2,1,2
112,210,1,2,6,2,2,4,1
113,210,2,2,6,2,2,4,2
114,210,2,2,6,1,2,1,2
115,210,0,2,6,2,2,4,2
116,210,1,2,6,2,2,4,2
117,210,2,2,6,1,2,1,2
118,210,2,2,6,2,2,4,2
119,210,0,2,6,1,2,1,1
120,210,1,2,6,1,2,4,1
121,210,0,2,6,2,2,4,2
122,210,2,2,6,2,2,4,2
123,210,1,2,6,2,2,4,2
124,210,1,2,6,2,2,4,2
125,210,1,2,6,1,2,4,1
126,210,0,2,6,1,2,4,1
127,210,1,2,6,1,2,4,1
128,210,2,2,6,1,2,4,1
129,210,1,2,6,2,2,4,2
130,210,0,2,6,1,2,4,1
131,210,1,2,6,2,2,4,2
132,210,2,2,6,1,2,4,1
133,210,1,2,6,1,2,4,1
134,210,1,2,6,1,2,4,1
135,210,4,2,6,2,2,4,2
136,210,0,2,6,1,2,4,1
137,210,2,2,6,1,2,1,1
138,210,2,2,6,1,2,1,1
139,210,1,2,6,1,2,1,1
140,210,2,2,6,2,2,1,1
141,210,1,2,6,1,2,1,1
142,210,1,2,6,1,2,1,1
