hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
0,230,1,5,5,1,4,1,1
0,230,1,5,4,1,2,1,1
0,230,1,5,4,2,1,1,2
0,230,1,5,1,2,1,5,2
0,230,1,5,1,2,1,5,2
1,220,0,5,5,1,4,1,1
1,220,0,5,4,1,2,1,1
1,220,0,5,1,2,1,5,2
1,220,0,5,1,1,1,5,2
1,220,0,5,1,1,1,5,2
2,230,2,5,5,1,4,1,1
2,230,2,5,4,1,2,1,1
2,230,2,5,3,1,1,3,1
2,230,2,5,2,2,1,1,2
2,230,2,5,1,2,1,5,2
3,230,2,5,5,1,4,1,1
3,230,2,5,4,1,2,1,1
3,230,2,5,3,2,1,1,2
3,230,2,5,3,1,1,1,1
3,230,2,5,2,2,1,1,2
4,220,2,5,5,1,4,1,1
4,220,2,5,4,2,2,1,1
4,220,2,5,2,1,1,1,2
4,220,2,5,1,1,1,5,2
4,220,2,5,1,1,1,5,2
5,220,1,5,5,1,4,1,1
5,220,1,5,4,2,2,1,1
5,220,1,5,1,2,1,5,2
5,220,1,5,1,2,1,5,2
5,220,1,5,1,1,1,5,2
6,220,1,5,5,1,4,1,1
6,220,1,5,4,2,2,1,1
6,220,1,5,1,2,1,5,2
6,220,1,5,1,1,1,5,2
6,220,1,5,1,1,1,5,2
7,220,2,5,5,1,4,1,1
7,220,2,5,4,2,2,1,1
7,220,2,5,1,1,1,5,2
7,220,2,5,1,1,1,5,2
7,220,2,5,1,2,1,5,2
8,220,1,5,5,1,4,1,1
8,220,1,5,4,2,2,1,1
8,220,1,5,1,2,1,5,2
8,220,1,5,1,2,1,5,2
8,220,1,5,1,2,1,5,2
9,220,2,5,5,1,4,1,1
9,220,2,5,4,2,2,1,1
9,220,2,5,3,1,1,1,1
9,220,2,5,3,1,1,2,2
9,220,2,5,3,2,1,1,2
10,220,1,5,5,1,4,1,1
10,220,1,5,4,2,2,1,1
10,220,1,5,1,1,1,5,2
10,220,1,5,1,1,1,5,2
10,220,1,5,1,1,1,5,2
11,220,2,5,5,1,4,1,1
11,220,2,5,4,2,2,1,1
11,220,2,5,2,2,1,1,2
11,220,2,5,2,1,1,1,2
11,220,2,5,1,1,1,5,2
12,220,2,5,5,1,4,1,1
12,220,2,5,4,2,2,1,1
12,220,2,5,3,1,1,1,1
12,220,2,5,2,2,1,3,2
12,220,2,5,1,2,1,5,2
13,220,1,5,5,1,4,1,1
13,220,1,5,4,2,2,1,1
13,220,1,5,2,1,1,1,2
13,220,1,5,1,1,1,5,2
13,220,1,5,1,2,1,5,2
14,220,2,5,5,1,4,1,1
14,220,2,5,4,2,2,1,1
14,220,2,5,1,2,1,5,2
14,220,2,5,1,1,1,5,2
14,220,2,5,1,1,1,5,2
15,220,0,5,5,1,4,1,1
15,220,0,5,4,2,2,1,1
15,220,0,5,1,2,1,5,2
15,220,0,5,1,1,1,5,2
15,220,0,5,1,2,1,5,2
16,230,2,5,5,1,4,1,1
16,230,2,5,4,2,2,1,1
16,230,2,5,3,1,1,1,1
16,230,2,5,2,2,1,1,2
16,230,2,5,1,1,1,5,2
17,220,1,5,5,1,4,1,1
17,220,1,5,4,2,2,1,1
17,220,1,5,4,2,1,1,2
17,220,1,5,2,2,1,1,2
17,220,1,5,1,2,1,5,2
18,220,1,5,5,1,4,1,1
18,220,1,5,4,2,2,1,1
18,220,1,5,1,1,1,5,2
18,220,1,5,1,2,1,5,2
18,220,1,5,1,1,1,5,2
19,230,1,5,5,1,4,1,1
19,230,1,5,4,2,2,1,1
19,230,1,5,3,1,1,1,2
19,230,1,5,2,1,1,3,2
19,230,1,5,1,2,1,5,2
20,30,1,5,5,1,4,1,1
20,30,1,5,4,2,2,1,1
20,30,1,5,4,1,4,2,1
20,30,1,5,3,1,2,1,2
20,30,1,5,3,2,1,1,1
21,220,2,5,5,1,4,1,1
21,220,2,5,4,2,2,1,1
21,220,2,5,2,2,1,3,2
21,220,2,5,1,1,1,5,2
21,220,2,5,1,1,1,5,2
22,220,2,5,5,1,4,1,1
22,220,2,5,4,2,2,1,1
22,220,2,5,1,1,1,5,2
22,220,2,5,1,1,1,5,2
22,220,2,5,1,1,1,5,2
23,30,1,5,5,1,4,1,1
23,30,1,5,4,2,2,1,1
23,30,1,5,4,1,2,1,1
23,30,1,5,4,2,1,1,1
23,30,1,5,4,2,2,2,1
24,30,1,5,5,1,4,1,1
24,30,1,5,4,2,2,1,1
24,30,1,5,1,1,1,3,2
24,30,1,5,4,2,1,1,1
24,30,1,5,4,2,2,2,1
25,220,1,5,5,1,4,1,1
25,220,1,5,4,2,2,1,1
25,220,1,5,4,1,1,1,1
25,220,1,5,3,2,1,3,2
25,220,1,5,1,2,1,5,2
26,30,1,5,5,1,4,1,1
