hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
0,30,2,4,3,1,1,1,1
1,220,2,4,5,1,2,1,1
2,220,0,4,3,1,1,1,1
3,220,0,4,5,2,2,1,1
4,220,0,4,5,2,2,1,1
5,220,2,4,5,2,2,1,1
6,220,2,4,3,2,1,1,1
7,220,1,4,5,2,2,1,1
8,220,2,4,3,1,1,3,2
9,220,1,4,5,1,2,1,1
10,220,1,4,5,2,2,1,1
11,220,1,4,2,2,1,3,2
12,220,1,4,5,2,2,1,1
13,220,1,4,1,1,1,5,2
14,220,2,4,5,1,2,2,1
15,220,2,4,5,2,2,1,1
16,220,2,4,5,2,2,1,1
17,220,2,4,3,2,1,4,1
18,220,1,4,4,1,1,1,1
19,220,1,4,1,2,1,5,2
20,220,0,4,3,1,1,1,1
21,220,0,4,3,1,1,1,1
22,220,0,4,5,1,2,1,1
23,220,0,4,5,2,2,1,1
24,220,2,4,5,1,2,1,1
25,220,1,4,3,2,1,2,1
26,220,3,4,3,1,1,2,2
27,220,3,4,1,1,1,5,2
28,220,1,4,5,1,2,1,1
29,220,1,4,2,1,1,1,2
30,220,1,4,1,2,1,5,2
31,220,2,4,1,1,1,5,2
32,220,1,4,5,1,2,1,1
33,220,1,4,5,2,2,1,1
34,230,3,4,1,1,1,5,2
35,220,5,4,3,2,1,1,1
36,220,5,4,3,2,1,1,2
37,220,5,4,4,2,1,1,1
38,220,5,4,5,1,2,1,1
39,220,3,4,5,2,2,1,1
40,220,1,4,5,2,2,1,1
41,220,1,4,4,1,1,2,1
42,220,1,4,5,2,2,1,1
43,30,1,4,3,2,1,1,1
44,220,1,4,5,1,2,1,2
45,220,1,4,3,1,1,1,1
46,220,1,4,3,1,1,2,1
47,220,1,4,3,2,1,3,1
48,220,1,4,1,2,1,5,2
49,220,2,4,3,1,1,3,2
50,220,0,4,3,1,1,2,1
51,220,0,4,5,2,2,1,1
52,220,0,4,5,2,2,1,1
53,220,0,4,3,1,1,1,1
54,220,0,4,5,1,2,1,2
55,220,0,4,5,1,2,1,2
56,220,1,4,2,2,1,1,2
57,220,3,4,3,2,1,1,1
58,220,1,4,3,1,1,1,2
59,220,1,4,5,2,2,1,1
60,30,1,4,5,1,2,1,1
61,220,1,4,5,2,2,1,1
62,220,1,4,3,2,1,2,2
63,220,1,4,5,2,2,1,1
64,220,1,4,5,1,2,1,1
65,220,1,4,5,1,2,1,1
66,220,2,4,4,2,1,1,1
67,220,1,4,5,1,2,1,1
68,220,1,4,5,2,2,1,1
69,220,1,4,4,1,1,1,1
70,220,1,4,1,1,1,5,2
71,220,2,4,5,1,2,1,1
72,220,2,4,5,1,2,1,1
73,220,0,4,4,1,4,2,1
74,220,1,4,5,1,2,1,1
75,220,1,4,5,1,2,1,1
