hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
0,210,0,2,6,2,2,4,1
1,210,0,2,6,1,2,4,1
2,210,2,2,6,1,2,4,1
3,210,2,2,6,1,2,4,1
4,210,0,2,6,1,2,4,1
5,210,1,2,6,2,2,4,1
6,210,1,2,6,1,2,4,1
7,210,4,2,6,1,2,4,1
8,210,4,2,6,1,2,4,1
9,210,1,2,6,2,2,4,1
10,210,1,2,6,1,2,4,1
11,210,1,2,6,1,2,4,1
12,210,0,2,6,1,2,4,1
13,210,1,2,6,2,2,4,1
14,210,2,2,6,2,2,4,1
15,210,2,2,6,1,4,4,1
16,210,2,2,6,2,2,1,1
17,210,2,2,6,2,2,1,1
18,210,1,2,6,1,4,4,1
19,210,1,2,6,1,4,4,1
20,210,2,2,6,2,2,1,1
21,210,1,2,6,1,4,4,1
22,210,2,2,6,1,2,4,1
23,210,1,2,6,2,2,1,1
24,230,1,2,5,1,2,4,1
25,210,1,2,5,1,2,4,1
26,210,3,2,6,2,2,1,1
27,230,1,2,5,1,2,4,1
28,210,2,2,6,2,2,4,1
29,210,1,2,6,1,2,4,1
30,210,1,2,6,2,2,4,1
31,210,3,2,6,2,2,4,1
32,210,2,2,6,2,2,4,1
33,210,2,2,6,2,2,4,1
34,210,1,2,6,2,2,4,1
35,210,0,2,6,2,2,4,1
36,210,1,2,6,1,2,4,1
37,30,0,2,6,2,2,4,1
38,210,0,2,6,2,2,4,1
39,210,0,2,6,2,2,4,1
40,210,1,2,6,2,2,4,1
41,210,0,2,6,2,2,4,1
42,210,1,2,6,2,2,4,1
43,210,0,2,5,1,2,4,1
44,210,1,2,5,1,2,1,1
45,210,2,2,5,1,2,1,1
46,210,2,2,5,2,2,4,1
47,210,1,2,5,2,2,4,1
48,210,1,2,5,2,2,4,1
49,210,1,2,5,2,2,4,1
50,210,2,2,5,1,2,1,2
51,210,1,2,5,1,2,1,2
52,210,0,2,5,1,2,1,1
53,210,0,2,5,1,2,1,1
54,210,1,2,5,1,2,1,1
55,210,0,2,5,1,2,1,1
56,210,2,2,5,1,2,4,1
57,210,2,2,5,1,2,4,1
58,210,2,2,5,1,2,4,1
59,210,4,2,4,1,2,4,2
60,210,1,2,5,2,2,4,1
61,210,1,2,5,2,2,4,1
62,210,2,2,5,2,2,4,1
63,230,1,2,4,1,1,1,2
64,230,1,2,5,2,1,1,1
65,230,2,2,5,2,1,1,1
66,210,2,2,5,2,1,1,1
67,30,2,2,3,1,1,1,1
68,230,2,2,5,2,1,1,1
69,230,0,2,3,1,1,1,1
70,230,2,2,5,2,1,1,1
71,210,1,2,5,2,1,1,1
72,210,2,2,5,2,1,1,1
73,210,1,2,4,1,2,3,1
74,230,2,2,5,2,2,1,1
75,210,0,2,4,1,2,3,1
76,210,0,2,4,1,2,3,1
77,30,2,2,4,1,2,3,1
78,210,2,2,4,2,2,1,1
79,210,2,2,4,2,1,1,1
80,30,1,2,4,2,1,1,1
81,210,2,2,4,1,2,3,2
82,210,2,2,4,1,2,3,1
83,210,1,2,4,2,1,1,1
84,210,2,2,4,1,2,3,1
85,210,1,2,4,1,1,3,1
86,210,2,2,4,1,1,3,1
87,210,1,2,4,2,1,1,1
88,210,1,2,4,1,1,3,1
89,30,2,2,4,1,1,3,1
90,210,1,2,4,2,1,1,2
91,210,0,2,4,2,1,1,2
92,210,1,2,4,1,1,1,1
93,210,1,2,4,1,1,1,1
94,210,2,2,4,1,1,1,1
95,210,1,2,4,1,1,1,1
96,210,1,2,4,1,1,1,1
97,210,1,2,4,2,1,1,1
98,210,1,2,4,1,1,1,1
99,210,1,2,4,2,1,1,1
100,210,1,2,4,1,1,1,1
101,210,1,2,4,1,1,1,1
102,210,1,2,4,1,1,1,1
