hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
0,10,1,1,5,1,1,1,1
1,10,1,1,5,1,1,1,1
2,10,1,1,5,1,1,1,1
3,10,1,1,4,1,1,1,1
4,10,0,1,4,1,1,2,1
5,10,0,1,4,1,1,2,1
6,10,4,1,4,1,1,2,1
7,10,0,1,4,1,1,2,1
8,10,1,1,4,1,1,2,1
9,10,1,1,4,1,1,2,1
10,10,0,1,4,1,1,2,1
11,10,0,1,5,1,1,2,1
12,10,0,1,5,2,1,2,1
13,10,0,1,4,2,1,2,2
14,10,1,1,5,2,1,1,2
15,10,1,1,5,2,1,1,2
16,10,0,1,5,2,1,1,2
17,10,0,1,3,1,1,4,2
18,10,0,1,5,1,1,4,2
19,10,0,1,6,1,1,4,2
20,10,0,1,6,1,1,4,2
21,10,0,1,6,1,1,4,2
22,10,0,1,5,1,1,4,2
23,10,0,1,5,1,1,4,2
24,10,0,1,5,1,4,4,2
25,10,1,1,5,1,4,4,2
26,10,0,1,6,1,4,4,2
27,10,0,1,6,1,4,4,2
28,10,0,1,6,1,4,4,2
29,10,0,1,6,1,3,4,2
30,10,0,1,6,2,3,4,2
31,10,0,1,6,2,3,4,2
32,10,1,1,6,2,3,4,2
33,10,1,1,6,2,4,4,2
34,10,1,1,6,2,4,4,2
35,10,1,1,6,2,4,4,1
36,10,1,1,6,2,4,4,1
37,10,1,1,6,2,4,4,1
38,10,0,1,6,2,4,4,2
39,10,0,1,6,2,4,4,2
40,10,1,1,6,2,4,4,2
41,10,0,1,6,2,4,4,2
42,10,0,1,6,2,4,4,2
43,10,0,1,6,2,4,4,2
44,10,0,1,6,2,3,4,2
45,10,1,1,6,2,3,4,2
46,10,1,1,6,2,3,4,2
47,10,1,1,6,2,3,1,2
48,10,1,1,6,2,3,1,2
49,10,1,1,6,2,4,1,2
50,10,1,1,6,2,4,4,2
51,10,1,1,6,1,4,4,2
52,10,0,1,6,2,4,4,2
53,10,0,1,6,2,4,4,2
54,10,0,1,6,2,4,4,2
55,10,1,1,6,2,4,4,2
56,10,1,1,6,2,4,4,2
57,10,1,1,6,2,3,4,2
58,10,0,1,6,2,3,4,2
59,10,1,1,6,2,3,4,2
60,10,0,1,6,1,3,4,2
61,10,1,1,6,1,3,4,2
62,10,1,1,6,1,3,4,2
63,10,1,1,6,1,2,4,2
64,10,1,1,6,1,2,4,2
65,10,1,1,6,2,2,4,2
66,10,0,1,6,2,3,4,2
67,10,0,1,6,2,3,4,2
68,10,1,1,6,2,3,4,1
69,10,0,1,6,2,3,4,1
70,10,1,1,6,2,3,4,1
71,10,1,1,6,2,3,4,1
72,10,1,1,6,2,3,4,1
73,10,1,1,6,2,3,4,1
74,10,0,1,6,2,3,4,1
75,10,0,1,6,2,3,4,1
76,10,1,1,6,2,3,4,1
77,10,0,1,6,2,3,4,1
78,10,0,1,6,2,2,4,1
79,10,1,1,6,2,2,4,1
80,10,1,1,6,2,2,4,1
81,10,1,1,6,1,2,4,1
82,10,1,1,6,1,2,4,1
83,10,1,1,6,1,2,4,1
84,10,1,1,6,2,2,4,1
85,10,0,1,6,2,2,4,1
86,10,0,1,6,2,2,4,1
87,10,1,1,6,2,3,4,1
88,10,0,1,6,2,3,4,1
89,10,1,1,6,2,3,4,1
90,10,0,1,6,2,3,4,1
91,10,1,1,6,2,3,4,1
92,10,1,1,6,2,3,4,1
93,10,1,1,6,2,3,4,1
94,10,1,1,5,2,3,4,1
95,10,1,1,5,2,3,4,1
96,10,0,1,5,2,3,1,1
97,10,1,1,5,2,3,4,1
98,10,1,1,5,2,3,1,1
99,10,0,1,5,2,1,1,1
100,10,1,1,5,2,1,1,1
101,10,1,1,5,2,1,1,1
102,10,1,1,5,2,1,1,1
103,10,1,1,5,2,1,1,1
104,10,1,1,5,2,1,1,1
105,10,1,1,5,2,1,2,1
106,10,1,1,4,2,1,2,1
107,10,1,1,4,2,1,1,1
108,10,1,1,4,1,2,1,1
109,10,4,1,5,1,2,1,1
110,10,0,1,4,1,1,1,1
111,10,0,1,4,1,1,1,1
112,10,1,1,4,1,1,1,1
113,10,1,1,4,2,1,1,1
114,10,1,1,4,2,1,1,1
115,10,1,1,4,2,1,1,1
116,10,1,1,4,2,1,1,1
117,10,1,1,4,2,1,1,1
118,10,0,1,5,2,1,1,2
119,10,0,1,4,2,1,1,2
120,10,1,1,4,1,1,1,2
121,10,0,1,4,1,2,1,2
122,10,0,1,4,1,2,1,2
123,10,1,1,4,2,2,1,2
124,10,1,1,4,1,2,1,2
125,10,1,1,5,1,2,1,2
126,10,2,1,5,1,2,1,1
127,10,1,1,5,1,2,4,1
128,10,1,1,6,1,2,4,1
129,10,0,1,6,1,2,4,1
130,10,0,1,6,1,2,4,2
131,10,0,1,6,1,2,4,2
132,10,0,1,6,1,4,4,2
133,10,1,1,6,1,4,4,2
134,10,0,1,6,1,4,4,2
135,10,1,1,6,1,4,4,2
136,10,1,1,6,1,4,4,1
137,10,1,1,6,1,3,4,1
138,10,0,1,6,1,3,4,1
139,10,1,1,6,2,3,4,1
140,10,2,1,6,2,3,4,1
141,10,1,1,6,2,3,4,2
142,10,1,1,6,2,3,4,2
143,10,1,1,6,2,3,4,2
144,10,1,1,6,2,3,4,1
145,10,0,1,6,2,3,4,1
146,10,0,1,6,2,3,4,2
147,10,1,1,6,2,1,4,2
148,10,1,1,6,2,1,4,2
149,10,1,1,6,2,3,4,2
150,10,0,1,6,2,3,4,2
151,10,1,1,6,2,3,4,1
152,10,1,1,6,2,3,4,1
153,10,0,1,6,2,3,4,2
154,10,1,1,6,2,3,4,2
155,10,1,1,6,2,3,4,2
156,10,0,1,6,2,4,1,2
157,10,1,1,6,2,4,1,2
158,10,1,1,6,2,4,4,2
159,10,0,1,6,2,4,4,2
160,10,1,1,6,2,3,4,2
161,10,1,1,6,2,3,4,2
162,10,1,1,6,2,3,4,1
163,10,1,1,6,2,3,4,1
164,10,0,1,6,2,3,4,1
165,10,0,1,6,2,2,4,1
166,10,0,1,6,2,2,4,1
167,10,1,1,6,1,2,4,1
168,10,0,1,6,2,2,4,1
169,10,0,1,6,2,2,4,1
170,10,1,1,6,2,2,4,1
171,10,1,1,6,2,2,4,2
172,10,0,1,6,2,2,4,2
173,10,0,1,6,2,2,4,2
174,10,1,1,6,2,2,4,2
175,10,1,1,6,2,2,4,1
176,10,1,1,6,2,2,4,1
177,10,0,1,6,2,2,4,2
178,10,0,1,6,2,2,4,2
179,10,0,1,6,2,2,4,2
180,10,0,1,6,1,2,4,2
181,10,2,1,6,1,2,4,1
182,10,0,1,6,2,3,4,1
183,10,1,1,6,1,3,4,1
184,10,2,1,6,1,3,4,1
185,10,2,1,6,2,3,4,1
186,10,1,1,6,2,3,4,1
187,10,0,1,5,2,3,1,1
188,10,1,1,5,2,1,1,1
189,10,0,1,5,2,1,1,1
190,10,0,1,5,2,1,1,1
191,10,0,1,6,2,1,4,1
192,10,1,1,6,2,3,4,1
193,10,1,1,6,2,3,4,1
194,10,2,1,6,2,4,4,1
195,10,1,1,6,2,4,4,1
196,10,1,1,6,2,4,4,1
197,10,1,1,6,2,4,4,1
198,10,1,1,6,2,4,4,1
199,10,0,1,6,2,4,4,1
200,10,0,1,6,2,4,4,1
